prev_token,next_token,prev_len,next_len,is_digit_before,label
olunub,,6,0,0,0
vurğulanıb,,10,0,0,0
çatdırılıb,,10,0,0,0
vurğulayıblar,,13,0,0,0
olunub,,6,0,0,0
keçirilib,,9,0,0,0
edib,,4,0,0,0
olunub,,6,0,0,0
aparılıb,,8,0,0,0
görüşüb,apa,7,3,0,1
edilib,,6,0,0,0
toxunublar,,10,0,0,0
olub,,4,0,0,0
yerləşdiriliblər,,16,0,0,0
,,0,0,1,0
edilib,,6,0,0,0
,,0,0,1,0
verib,,5,0,0,0
alınıb,,6,0,0,0
vurub,,5,0,0,0
alıb,,4,0,0,0
yerləşdirilib,,13,0,0,0
aparılır,,8,0,0,0
görüşüb,xarici,7,6,0,1
ediblər,,7,0,0,0
arzulayıb,,9,0,0,0
vurğulanıb,,10,0,0,0
çatdırılıb,,10,0,0,0
məlumatlandırıb,,15,0,0,0
aparıblar,,9,0,0,0
çağırıb,bunu,7,4,0,1
bildirib,,8,0,0,0
edir,,4,0,0,0
edir,,4,0,0,0
gücləndirir,,11,0,0,0
çağırır,dünya,7,5,0,1
,,0,0,0,0
olub,,4,0,0,0
verib,,5,0,0,0
qalıb,,5,0,0,0
çıxarılıb,,9,0,0,0
edib,,4,0,0,0
tapıb,,5,0,0,0
edir,,4,0,0,0
vurğulanıb,,10,0,0,0
görüşüb,xi̇n,7,3,0,1
olunub,ölkələrimiz,6,11,0,1
vurğulanıb,,10,0,0,0
edilib,nazir,6,5,0,1
verib,görüşdə,5,7,0,1
aparılıb,,8,0,0,0
,,0,0,1,0
görüşüb,apa,7,3,0,1
edilib,,6,0,0,0
toxunublar,,10,0,0,0
edib,,4,0,0,0
yayıb,,5,0,0,0
bildiriblər,,11,0,0,0
keçirilməlidir,,14,0,0,0
ünvanlayıb,,10,0,0,0
edirəm,,6,0,0,0
,,0,0,0,0
satılıb,apa,7,3,0,1
tutub,,5,0,0,0
olub,,4,0,0,0
gedir,,5,0,0,0
toplusudur,,10,0,0,0
nüsxədir,,8,0,0,0
zədələnib,,9,0,0,0
nümunələrdəndir,,15,0,0,0
var,,3,0,0,0
var,qrimm,3,5,0,1
edilib,,6,0,0,0
ünvanlayıb,,10,0,0,0
edirəm,,6,0,0,0
,,0,0,0,0
edib,,4,0,0,0
bildirib,,8,0,0,0
çatdırıb,,8,0,0,0
verib,,5,0,0,0
yerləşdiriliblər,qəza,16,4,0,1
alıblar,,7,0,0,0
aparılır,,8,0,0,0
verib,apa,5,3,0,1
aşıb,,4,0,0,0
yerləşdiriliblər,faktla,16,6,0,1
aparılır,,8,0,0,0
,,0,0,1,0
verib,,5,0,0,0
yerləşdiriliblər,,16,0,0,0
aparılır,,8,0,0,0
etdirilib,filarmoniyanın,9,14,0,1
ediblər,nağıl,7,5,0,1
edir,,4,0,0,0
bağışlayıb,qeyd,10,4,0,1
babayevadır,,11,0,0,0
edəcək,apa,6,3,0,1
yayıb,blinken,5,7,0,1
görüşəcək,nəşr,9,4,0,1
gedəcək,bir,7,3,0,1
edəcək,qeyd,6,4,0,1
niyyətindədir,,13,0,0,0
salınıb,,7,0,0,0
edib,apa,4,3,0,1
verilib,bildirilib,7,10,0,1
var,,3,0,0,0
hazırlaşır,apa,10,3,0,1
verir,bu,5,2,0,1
gözlənilir,səfərin,10,7,0,1
deyil,qəzetin,5,7,0,1
götürəcək,ukraynanın,9,10,0,1
bildirilib,sənəd,10,5,0,1
edəcək,,6,0,0,0
olub,apa,4,3,0,1
yayıb,hadisə,5,6,0,1
verib,i̇ki,5,3,0,1
çırpılıb,yol,8,3,0,1
aparılıb,faktla,8,6,0,1
aparılır,,8,0,0,0
görüşüb,apa,7,3,0,1
yayıb,görüş,5,5,0,1
tutub,türkiyə,5,7,0,1
görüşüb,,7,0,0,0
gəlib,apa,5,3,0,1
qovuşub,qeyd,7,4,0,1
gətirilib,azərbaycan,9,10,0,1
azıb,ermənistan,4,10,0,1
bildirib,ermənistanda,8,12,0,1
açılıb,,6,0,0,0
olunub,martın,6,6,0,1
verib,,5,0,0,0
edilib,,6,0,0,0
tapılıb,apa,7,3,0,1
olunub,onun,6,4,0,1
araşdırılır,,11,0,0,0
verib,apa,5,3,0,1
alınıb,,6,0,0,0
yerlədiriliblər,dərhal,15,6,0,1
edilib,onlardan,6,8,0,1
i̇,hüseynovun,1,10,0,0
bildirilir,məlumata,10,8,0,1
bıçaqlayıb,hadisə,10,6,0,1
olunub,,6,0,0,0
verib,apa,5,3,0,1
alınıb,hərəkətdə,6,9,0,1
vurub,piyada,5,6,0,1
ölüb,faktla,4,6,0,1
aparılır,,8,0,0,0
verib,apa,5,3,0,1
alınıb,hərəkətdə,6,9,0,1
toqquşub,qəza,8,4,0,1
yerləşdirilib,faktla,13,6,0,1
aparılır,,8,0,0,0
müəyyənləşib,apa,12,3,0,1
məxsusdur,onun,9,4,0,1
deyilir,hazırda,7,7,0,1
araşdırılır,,11,0,0,0
,,0,0,1,0
,,0,0,1,0
tapılıb,apa,7,3,0,1
olunub,onun,6,4,0,1
araşdırılır,,11,0,0,0
tutulub,apa,7,3,0,1
bildirib,onun,8,4,0,1
heydərovdur,o,11,1,0,1
saxlanılıb,fakla,10,5,0,1
etdirilir,,9,0,0,0
,,0,0,1,0
,,0,0,1,0
verib,apa,5,3,0,1
alınıb,,6,0,0,0
yerlədiriliblər,dərhal,15,6,0,1
edilib,onlardan,6,8,0,1
i̇,hüseynovun,1,10,0,0
bildirilir,məlumata,10,8,0,1
bıçaqlayıb,hadisə,10,6,0,1
olunub,,6,0,0,0
niyyətindədir,apa,13,3,0,1
yayıb,finlandiyanın,5,13,0,1
edir,,4,0,0,0
,,0,0,0,0
,,0,0,0,0
başlayıb,apa,8,3,0,1
yayıb,manevrlər,5,9,0,1
keçiriləcək,təlimlərin,11,10,0,1
gücləndirməkdir,,15,0,0,0
edir,,4,0,0,0
keçirilib,apa,9,3,0,1
edib,b,4,1,0,1
üstələyib,c,9,1,0,1
yüksəlib,,8,0,0,0
gəlib,qeyd,5,4,0,1
gələcəklər,,10,0,0,0
keçiriləcək,,11,0,0,0
alıb,,4,0,0,0
alınıb,,6,0,0,0
vurub,,5,0,0,0
düşüb,,5,0,0,0
çatdırılıb,,10,0,0,0
araşdırılır,,11,0,0,0
alıb,apa,4,3,0,1
alınıb,,6,0,0,0
istəyib,bu,7,2,0,1
vurub,piyada,5,6,0,1
düşüb,yaralı,5,6,0,1
çatdırılıb,fakt,10,4,0,1
araşdırılır,,11,0,0,0
bilər,apa,5,3,0,1
,onun,0,4,0,1
dəstəklədikləyiblər,,19,0,0,0
olub,apa,4,3,0,1
yayıb,çiğli,5,5,0,1
toqquşub,qəzada,8,6,0,1
yaralanıb,hadisədən,9,9,0,1
olub,faktla,4,6,0,1
aparılır,,8,0,0,0
gəlib,apa,5,3,0,1
yayıb,bildirilib,5,10,0,1
edib,bir,4,3,0,1
qalxıb,eyni,6,4,0,1
olub,portal,4,6,0,1
olub,martın,4,6,0,1
çatdırıb,bu,8,2,0,1
düşüb,,5,0,0,0
edir,apa,4,3,0,1
deyib,,5,0,0,0
etdirir,,7,0,0,0
bildirib,o,8,1,0,1
adlandırıb,bundan,10,6,0,1
bildirmişdi,onun,11,4,0,1
anlamır,qeyri,7,5,0,1
mövzusudur,,10,0,0,0
yaranıb,,7,0,0,0
edir,apa,4,3,0,1
deyib,,5,0,0,0
bildirib,rusiya,8,6,0,1
olub,,4,0,0,0
edilib,di̇n,6,3,0,1
verilib,,7,0,0,0
etdirib,,7,0,0,0
m,mehdiyev,1,8,0,0
saxlanılıb,,10,0,0,0
edilib,sürücü,6,6,0,1
göndərilib,,10,0,0,0
edilib,,6,0,0,0
aşkarlanıb,di̇n,10,3,0,1
olunub,,6,0,0,0
alınıb,apa,6,3,0,1
yayıb,təbii,5,5,0,1
olub,zəlzələ,4,7,0,1
olub,,4,0,0,0
,tələfat,0,7,0,1
yoxdur,,6,0,0,0
olunmayıb,,9,0,0,0
alınıb,apa,6,3,0,1
yayıb,təbii,5,5,0,1
olub,zəlzələ,4,7,0,1
olub,tələfat,4,7,0,1
yoxdur,,6,0,0,0
olunmayıb,,9,0,0,0
tutacaqlar,,10,0,0,0
alacaq,,6,0,0,0
dərinləşdirməsidir,,18,0,0,0
gözlənilir,,10,0,0,0
bildirilir,,10,0,0,0
çevrilib,,8,0,0,0
qütbləşmədir,,12,0,0,0
qaynaqlanır,,11,0,0,0
,professorun,0,11,0,1
göstərir,,8,0,0,0
deyirlər,,8,0,0,0
görmüşdük,,9,0,0,0
verirdi,,7,0,0,0
olublar,,7,0,0,0
deyib,,5,0,0,0
deyir,,5,0,0,0
,,0,0,0,0
qaynaqlanmır,,12,0,0,0
fenomendir,,10,0,0,0
edirik,,6,0,0,0
pisdir,,6,0,0,0
,,0,0,0,0
düşməndir,,9,0,0,0
,,0,0,0,0
,,0,0,0,0
bəsləyir,,8,0,0,0
edirəm,,6,0,0,0
dərinləşir,,10,0,0,0
bilərik,,7,0,0,0
yoxdur,,6,0,0,0
,,0,0,0,0
,,0,0,0,0
toksikdir,,9,0,0,0
düşünmürəm,,10,0,0,0
idi,,3,0,0,0
verib,,5,0,0,0
deyir,ağ,5,2,0,1
verin,,5,0,0,0
,,0,0,0,0
,,0,0,0,0
göstərir,,8,0,0,0
iddialarıdır,,12,0,0,0
edilir,,6,0,0,0
edirlər,,7,0,0,0
yaradır,,7,0,0,0
sarsıdıb,,8,0,0,0
etdirmir,,8,0,0,0
tapmayıblar,,11,0,0,0
problemdir,,10,0,0,0
baltalayıb,,10,0,0,0
,,0,0,0,0
,nəticələrin,0,11,0,1
çevirib,,7,0,0,0
deyir,,5,0,0,0
nəticələndi,,11,0,0,0
oldu,,4,0,0,0
edir,,4,0,0,0
yaranacaq,,9,0,0,0
olsun,,5,0,0,0
bildirib,,8,0,0,0
,carnegie,0,8,0,1
sabitdir,,8,0,0,0
tətikləyir,,10,0,0,0
verir,,5,0,0,0
olunur,,6,0,0,0
etməsidir,,9,0,0,0
gecikdirir,,10,0,0,0
gözlənilir,,10,0,0,0
gözlənilir,,10,0,0,0
maraqlandırmır,,14,0,0,0
olunub,,6,0,0,0
,,0,0,1,0
,,0,0,1,0
olub,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
olub,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
edib,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
edib,,4,0,0,0
keçirib,apa,7,3,0,1
endirilib,,9,0,0,0
vurğulanır,xaqkova,10,7,0,1
bildirilir,,10,0,0,0
hücumdur,,8,0,0,0
çıxıb,,5,0,0,0
yaranıb,nazir,7,5,0,1
bildirib,bir,8,3,0,1
dəyib,,5,0,0,0
vurulub,,7,0,0,0
endirilib,hələlik,9,7,0,1
yoxdur,,6,0,0,0
artıb,,5,0,0,0
mln,,3,0,0,0
,,0,0,1,0
,,0,0,1,0
edib,,4,0,0,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
azalıb,,6,0,0,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
artıb,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
edib,,4,0,0,0
açıqlanıb,milli,9,5,0,1
,,0,0,1,0
yağıb,qar,5,3,0,1
olub,düşən,4,5,0,1
olub,daşkəsən,4,8,0,1
olunub,,6,0,0,0
məhdudlaşıb,havanın,11,7,0,1
alınıb,,6,0,0,0
götürüb,apa,7,3,0,1
yazıb,nəşr,5,4,0,1
olub,,4,0,0,0
edib,hadisə,4,6,0,1
gedir,həmçinin,5,8,0,1
təsdiqlənib,,11,0,0,0
ucuzlaşıb,,9,0,0,0
,,0,0,1,0
,,0,0,1,0
,,0,0,1,0
edib,qeyd,4,4,0,1
edib,,4,0,0,0
bahalaşıb,,9,0,0,0
keçiriləcək,,11,0,0,0
n,paşinyanla,1,10,0,0
göstəricisidir,,14,0,0,0
edir,hələ,4,4,0,1
bildirilirdi,,12,0,0,0
göstəricisidir,,14,0,0,0
keçsin,bu,6,2,0,1
etdi,,4,0,0,0
deyil,,5,0,0,0
nəticələnib,,11,0,0,0
yazıb,,5,0,0,0
itirmişdi,,9,0,0,0
istəyir,bir,7,3,0,1
olardı,,6,0,0,0
idi,,3,0,0,0
idi,,3,0,0,0
göstərir,,8,0,0,0
etməsidir,demək,9,5,0,1
səsləndirilir,,13,0,0,0
olur,əslində,4,7,0,1
açılmasıdır,,11,0,0,0
olardı,,6,0,0,0
etməkdir,,8,0,0,0
etməkdədir,,10,0,0,0
bilərik,,7,0,0,0
deyil,,5,0,0,0
v,,1,0,0,0
istəyirlər,,10,0,0,0
göstərir,i̇mzalanması,8,11,0,1
bilər,,5,0,0,0
alovlandırır,həmçinin,12,8,0,1
hesablanıb,,10,0,0,0
malikdir,,8,0,0,0
oynayır,,7,0,0,0
,hazırda,0,7,0,1
etmir,,5,0,0,0
edirlər,,7,0,0,0
qoyub,,5,0,0,0
olar,beləcə,4,6,0,1
niyyətindədirlər,,16,0,0,0
olacaqlar,,9,0,0,0
deyil,öz,5,2,0,1
deyil,,5,0,0,0
atır,,4,0,0,0
yetirməlidir,,12,0,0,0
kv,km,2,2,0,0
doğurmamalıdır,bakı,14,4,0,1
verib,apa,5,3,0,1
yayıb,qeyd,5,4,0,1
yerləşib,,8,0,0,0
olunub,,6,0,0,0
yoxdur,,6,0,0,0
açıqlanıb,milli,9,5,0,1
,,0,0,1,0
yağıb,qar,5,3,0,1
olub,düşən,4,5,0,1
olub,daşkəsən,4,8,0,1
olunub,,6,0,0,0
məhdudlaşıb,havanın,11,7,0,1
alınıb,,6,0,0,0
keçirib,apa,7,3,0,1
endirilib,zərbələrin,9,10,0,1
vurğulanır,xarkova,10,7,0,1
bildirilir,ukraynanın,10,10,0,1
hücumdur,,8,0,0,0
çıxıb,,5,0,0,0
yaranıb,nazir,7,5,0,1
bildirib,bir,8,3,0,1
dəyib,,5,0,0,0
vurulub,,7,0,0,0
endirilib,,9,0,0,0
tapılıb,di̇n,7,3,0,1
götürülüb,,9,0,0,0
görüşəcək,apa,9,3,0,1
yayıb,bildirilib,5,10,0,1
görüşəcək,,9,0,0,0
oğurlanıb,apa,9,3,0,1
verib,,5,0,0,0
vurub,,5,0,0,0
verilib,,7,0,0,0
olunub,,6,0,0,0
yanıb,,5,0,0,0
alınıb,,6,0,0,0
ediblər,,7,0,0,0
çıxıb,,5,0,0,0
olub,qeyd,4,4,0,1
etdirilir,,9,0,0,0
gözlənilir,,10,0,0,0
gözlənilir,apa,10,3,0,1
yayıb,bildirilib,5,10,0,1
var,,3,0,0,0
olacaq,qərb,6,4,0,1
güclənəcək,,10,0,0,0
gözlənilir,,10,0,0,0
var,,3,0,0,0
,apa,0,3,0,1
bildirilib,qeyd,10,4,0,1
göstərilir,,10,0,0,0
artırır,baş,7,3,0,1
deyilir,,7,0,0,0
edəcək,apa,6,3,0,1
yazıb,vurğulanıb,5,10,0,1
düşəcək,qeyd,7,4,0,1
keçiriləcək,,11,0,0,0
bildirib,,8,0,0,0
etdirir,,7,0,0,0
verir,,5,0,0,0
vurğulanır,,10,0,0,0
maraqlıdır,,10,0,0,0
bildirib,,8,0,0,0
endirir,,7,0,0,0
cəhdidir,,8,0,0,0
təhdiddir,,9,0,0,0
etmir,,5,0,0,0
bilər,,5,0,0,0
təəcübləndirmir,,15,0,0,0
,,0,0,0,0
,,0,0,0,0
bilməz,,6,0,0,0
bilməz,,6,0,0,0
,bəhruz,0,6,0,1
hissəsidir,,10,0,0,0
pozacaq,,7,0,0,0
edir,,4,0,0,0
görməyəcək,,10,0,0,0
yayılır,,7,0,0,0
israrlıdır,,10,0,0,0
buraxmayacaq,,12,0,0,0
ediləcək,,8,0,0,0
,,0,0,0,0
açıqlanıb,milli,9,5,0,1
gözlənilir,səhər,10,5,0,1
duman,,5,0,0,0
güclənəcək,havanın,10,7,0,1
olacaq,,6,0,0,0
yüksələcək,,10,0,0,0
olacaq,azərbaycanın,6,12,0,1
gözlənilir,,10,0,0,0
var,,3,0,0,0
olacaq,,6,0,0,0
duman,,5,0,0,0
güclənəcək,havanın,10,7,0,1
olacaq,,6,0,0,0
oğurlanıb,apa,9,3,0,1
verib,belə,5,4,0,1
vurub,,5,0,0,0
verilib,,7,0,0,0
olunub,,6,0,0,0
yanıb,yanğının,5,8,0,1
alınıb,,6,0,0,0
ediblər,ev,7,2,0,1
çıxıb,,5,0,0,0
olub,qeyd,4,4,0,1
etdirilir,,9,0,0,0
gözlənilir,daxili,10,6,0,1
aparılır,,8,0,0,0
saxlanılıblar,daxili,13,6,0,1
saxlanılıblar,,13,0,0,0
olub,,4,0,0,0
edib,apa,4,3,0,1
yayıb,qeyd,5,4,0,1
yayınmayıb,,10,0,0,0
ediblər,xatırladaq,7,10,0,1
edib,,4,0,0,0
verib,,5,0,0,0
səsləndirmişik,bunu,14,4,0,1
deyib,birlik,5,6,0,1
edilmişdi,,9,0,0,0
yekunlaşmışdı,,13,0,0,0
tapıb,,5,0,0,0
xeyr,,4,0,0,0
çevrildi,,8,0,0,0
məsələlərdir,,12,0,0,0
qaldı,,5,0,0,0
,mirhəsən,0,8,0,1
idi,,3,0,0,0
dayandırıldı,,12,0,0,0
saxlanıldı,,10,0,0,0
verilib,,7,0,0,0
olmadı,,6,0,0,0
,azərbaycan,0,10,0,1
bilər,,5,0,0,0
deyil,,5,0,0,0
edilib,,6,0,0,0
dayandırıldı,,12,0,0,0
deyildi,,7,0,0,0
keçirilməkdədir,,15,0,0,0
deməkdir,,8,0,0,0
mənbəyidir,,10,0,0,0
,i̇ttifaq,0,7,0,1
keçirilməlidir,,14,0,0,0
çəkdilər,,8,0,0,0
edilməlidir,,11,0,0,0
verilsin,,8,0,0,0
verir,,5,0,0,0
,,0,0,0,0
alıb,apa,4,3,0,1
bildirib,onun,8,4,0,1
təsdiqlənib,,11,0,0,0
dəyib,,5,0,0,0
olunur,,6,0,0,0
düşməlidir,,10,0,0,0
deyib,,5,0,0,0
vəziyyətindəyik,,15,0,0,0
çevrildi,,8,0,0,0
əminəm,,6,0,0,0
vurğulayıb,peskov,10,6,0,1
edəcək,qeyd,6,4,0,1
adlandırıb,,10,0,0,0
adlandırıb,,10,0,0,0
başlayıb,apa,8,3,0,1
yayıb,onların,5,7,0,1
gözlənilir,qeyd,10,4,0,1
səfərdədir,,10,0,0,0
gözləyir,,8,0,0,0
ibarətdir,,9,0,0,0
edilir,qeyd,6,4,0,1
verir,,5,0,0,0
www,instagram,3,9,0,0
instagram,com,9,3,0,0
www,facebook,3,8,0,0
facebook,com,8,3,0,0
edilib,apa,6,3,0,1
imzalayıb,,9,0,0,0
alıb,azər,4,4,0,1
olub,,4,0,0,0
götürülüb,,9,0,0,0
olub,,4,0,0,0
yayıb,,5,0,0,0
verib,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
verib,,5,0,0,0
etdirilir,müdafiə,9,7,0,1
verilir,,7,0,0,0
verilir,,7,0,0,0
danışılır,,9,0,0,0
edilir,,6,0,0,0
keçiriləcək,apa,11,3,0,1
yayılıb,qeyd,7,4,0,1
ötürülüb,azərbaycanın,8,12,0,1
edib,əhməd,4,5,0,1
olub,,4,0,0,0
olunub,,6,0,0,0
keçirilir,,9,0,0,0
yayıb,apa,5,3,0,1
bildirilib,,10,0,0,0
endirilib,,9,0,0,0
dayandırılıb,bundan,12,6,0,1
olunub,,6,0,0,0
ünvanlayıb,apa,10,3,0,1
qardaşım,hər,8,3,0,1
duyuram,əsrlərə,7,7,0,1
müjdələyir,,10,0,0,0
əminəm,,6,0,0,0
edirəm,,6,0,0,0
,,0,0,0,0
qalıb,,5,0,0,0
bildirib,onun,8,4,0,1
yaranıb,qeyd,7,4,0,1
tutub,,5,0,0,0
dəyib,,5,0,0,0
keçirib,apa,7,3,0,1
yayıb,təhlükəsizlik,5,13,0,1
edib,,4,0,0,0
ünvanlayıb,apa,10,3,0,1
edirəm,novruzun,6,8,0,1
,,0,0,0,0
gəlib,milli,5,5,0,1
daxildirlər,cenevrə,11,7,0,1
qarşılayıblar,səfər,13,5,0,1
edəcək,,6,0,0,0
tutulub,,7,0,0,0
keçirib,nazirlikdən,7,11,0,1
aparılıb,,8,0,0,0
edilib,,6,0,0,0
edilib,,6,0,0,0
edilib,,6,0,0,0
edilib,,6,0,0,0
edilmişdir,,10,0,0,0
vurğulandı,,10,0,0,0
s,,1,0,0,0
aparılıb,,8,0,0,0
edilmişdir,,10,0,0,0
aparılıb,,8,0,0,0
edilib,apa,6,3,0,1
qiymətləndirir,bu,14,2,0,1
tapacaq,xatırladaq,7,10,0,1
tanıyıb,,7,0,0,0
hazırdır,apa,8,3,0,1
bildirib,eyni,8,4,0,1
,bauer,0,5,0,1
olmamasıdır,bir,11,3,0,1
israrlıdır,,10,0,0,0
bloklayıb,,9,0,0,0
verib,qətnamə,5,7,0,1
dəstəkləyir,bundan,11,6,0,1
edir,,4,0,0,0
edir,,4,0,0,0
keçirilir,apa,9,3,0,1
tutur,i̇ttifaqın,5,9,0,1
gözlənilir,süleyman,10,8,0,1
keçirilir,apa,9,3,0,1
tutur,i̇ttifaqın,5,9,0,1
gözlənilir,süleyman,10,8,0,1
,bu,0,2,0,1
verib,onun,5,4,0,1
etdirmir,,8,0,0,0
abidədir,,8,0,0,0
bilməz,,6,0,0,0
,qeyd,0,4,0,1
yayılıb,,7,0,0,0
görüşüb,apa,7,3,0,1
edib,qəzzaya,4,7,0,1
görüşdüm,,8,0,0,0
deyil,,5,0,0,0
aşkarlanıb,apa,10,3,0,1
yayıb,şuveyrif,5,8,0,1
tapılıb,ölənlərin,7,9,0,1
bildirilib,beynəlxalq,10,10,0,1
alınıb,,6,0,0,0
olub,apa,4,3,0,1
yayıb,maskalı,5,7,0,1
yaralanıb,hadisədən,9,9,0,1
başlayıb,,8,0,0,0
bildirib,apa,8,3,0,1
yayıb,,5,0,0,0
yayıb,,5,0,0,0
yayıb,,5,0,0,0
olub,apa,4,3,0,1
yayıb,maskalı,5,7,0,1
yaralanıb,hadisədən,9,9,0,1
başlayıb,,8,0,0,0
keçirilib,apasport,9,8,0,1
apasport,az,8,2,0,0
çıxıb,arif,5,4,0,1
edib,tofiq,4,5,0,1
edib,,4,0,0,0
,,0,0,1,0
edib,apa,4,3,0,1
yayıb,,5,0,0,0
bildirilib,,10,0,0,0
,qeyd,0,4,0,1
edib,sanksiya,4,8,0,1
daxildir,,8,0,0,0
keçirəcək,apa,9,3,0,1
bildirilib,qeyd,10,4,0,1
başladıb,,8,0,0,0
edib,qeyd,4,4,0,1
tutacaq,bəm,7,3,0,1
olunub,bildirilib,6,10,0,1
keçiriləcək,,11,0,0,0
tutub,apa,5,3,0,1
verilib,görüş,7,5,0,1
olunub,,6,0,0,0
keçirilib,tərəflər,9,8,0,1
gəliblər,görüş,8,5,0,1
tutub,,5,0,0,0
keçirilir,apa,9,3,0,1
tutur,i̇ttifaqın,5,9,0,1
gözlənilir,süleyman,10,8,0,1
salınıb,apa,7,3,0,1
olub,baş,4,3,0,1
yetirilib,konsert,9,7,0,1
veriləcək,,9,0,0,0
edilir,,6,0,0,0
yaralanıb,apa,9,3,0,1
yayıb,,5,0,0,0
yaradılıb,apa,9,3,0,1
dəqiqləşdirilir,rusiya,15,6,0,1
bildirirlər,qeyd,11,4,0,1
açıblar,həmçinin,7,8,0,1
başlayıb,konsert,8,7,0,1
çöküb,,5,0,0,0
yayıb,rosqvardiyanın,5,14,0,1
olunub,moskva,6,6,0,1
göndərilib,,10,0,0,0
bildirib,apa,8,3,0,1
yayıb,,5,0,0,0
yayıb,,5,0,0,0
yayıb,,5,0,0,0
olub,apa,4,3,0,1
yayıb,maskalı,5,7,0,1
yaralanıb,hadisədən,9,9,0,1
başlayıb,,8,0,0,0
qoyulub,apa,7,3,0,1
bildirib,onda,8,4,0,1
edir,,4,0,0,0
açıqlayıb,apa,9,3,0,1
yaralanıb,meyitlərin,9,10,0,1
edir,,4,0,0,0
yaralanıb,apa,9,3,0,1
yayıb,,5,0,0,0
yaradılıb,apa,9,3,0,1
dəqiqləşdirilir,rusiya,15,6,0,1
bildirirlər,qeyd,11,4,0,1
açıblar,həmçinin,7,8,0,1
başlayıb,konsert,8,7,0,1
çöküb,,5,0,0,0
yayıb,rosqvardiyanın,5,14,0,1
olunub,moskva,6,6,0,1
göndərilib,,10,0,0,0
çatıb,apa,5,3,0,1
yayıb,,5,0,0,0
yayıb,,5,0,0,0
yayıb,,5,0,0,0
olub,apa,4,3,0,1
yayıb,maskalı,5,7,0,1
yaralanıb,hadisədən,9,9,0,1
başlayıb,,8,0,0,0
açıb,apa,4,3,0,1
yayıb,hazırda,5,7,0,1
hazırlaşır,,10,0,0,0
pisləyirik,apa,10,3,0,1
pisləyirik,,10,0,0,0
veririk,,7,0,0,0
diləyirik,,9,0,0,0
,,0,0,0,0
yoxdur,apa,6,3,0,1
verib,,5,0,0,0
bildirib,ukrayna,8,7,0,1
yoxdur,,6,0,0,0
verib,apa,5,3,0,1
yayıb,qəza,5,4,0,1
yaranıb,,7,0,0,0
ünvanlayıb,apa,10,3,0,1
sarsıtdı,bu,8,2,0,1
,,0,0,0,0
olub,apa,4,3,0,1
toqquşub,əraziyə,8,7,0,1
edilib,təbi̇b,6,5,0,1
alıb,xəsarət,4,7,0,1
olunub,faktla,6,6,0,1
aparılır,,8,0,0,0
verib,apa,5,3,0,1
yayıb,qəza,5,4,0,1
yaranıb,,7,0,0,0
danışılmalıdır,apa,14,3,0,1
bildirib,,8,0,0,0
edilməlidir,,11,0,0,0
bildirilib,,10,0,0,0
aparıb,apa,6,3,0,1
bildirib,danışıq,8,7,0,1
h,,1,0,0,0
çatdırıb,,8,0,0,0
olub,apa,4,3,0,1
alınıb,i̇darəetməni,6,11,0,1
aşırıb,hadisə,6,6,0,1
alıb,,4,0,0,0
çatdırılıb,qəzanın,10,7,0,1
araşdırılır,,11,0,0,0
,,0,0,1,0
,,0,0,1,0
verib,apa,5,3,0,1
yayıb,qəza,5,4,0,1
yaranıb,,7,0,0,0
doğurur,apa,7,3,0,1
bildirib,zaxarova,8,8,0,1
edib,o,4,1,0,1
görmür,,6,0,0,0
bildirib,,8,0,0,0
pisləyirik,apa,10,3,0,1
pisləyirik,,10,0,0,0
veririk,,7,0,0,0
diləyirik,,9,0,0,0
,,0,0,0,0
edirik,apa,6,3,0,1
bildirilib,nazirlik,10,8,0,1
edir,,4,0,0,0
edirik,,6,0,0,0
bildirilib,,10,0,0,0
götürüb,apa,7,3,0,1
təsdiqlənmir,apa,12,3,0,1
yoxdur,,6,0,0,0
götürüb,apa,7,3,0,1
gəlib,apa,5,3,0,1
bildirib,bildirilib,8,10,0,1
lokallaşdırılıb,apa,15,3,0,1
yayıb,yanğınla,5,8,0,1
edilib,moskva,6,6,0,1
bildirilib,hadisədə,10,8,0,1
yerləşdirilib,,13,0,0,0
təsdiqlənmir,apa,12,3,0,1
yoxdur,,6,0,0,0
götürüb,apa,7,3,0,1
edəcək,apa,6,3,0,1
edəcək,bu,6,2,0,1
yayıb,,5,0,0,0
çıxıb,apa,5,3,0,1
yayıb,bildirilib,5,10,0,1
görüntüləniblər,i̇nid,15,4,0,1
axtarışdadır,,12,0,0,0
artıb,apa,5,3,0,1
yayıb,i̇lkin,5,5,0,1
çatıb,eyni,5,4,0,1
yoxlanılmayıb,bu,13,2,0,1
bilər,,5,0,0,0
,,0,0,1,0
,,0,0,1,0
açıqlayıb,apa,9,3,0,1
yaralanıb,meyitlərin,9,10,0,1
edir,,4,0,0,0
